 51  ;total number of comment lines until data start
;TOTAL SOLAR IRRADIANCE (TSI) DATA FROM VIRGO/SOHO
;This dataset is freely available with one restriction:
;If you use the data or some product based on the data in a published 
;paper refer to one of the publications and acknowlege receipt of the 
;dataset (mention version used) from VIRGO Team through PMOD/WRC, Davos,
;Switzerland, and acknowledge "unpublished data from the VIRGO Experiment 
;on the cooperative ESA/NASA Mission SoHO"
;The data are also available from the ftp server OBSUN.PMODWRC.CH in the directory 
;/data/irradiance/virgo/virgo_tsi_d_v4_901.dat or virgo_tsi_h_v4_901.dat
;as daily and hourly values respectively. These files contain VIRGO, DIARAD 
;and PMO6-V data at level 2.0 (determined by comparison of level 1.8 data 
;of DIARAD and PMO6-V: non-exposure dependent changes) and level 1.8 (determined 
;by comparison of backup and operational individual radiometers: exposure dependent 
;changes). The level 1.8 DIARAD data are also available from 
;http://remotesensing.oma.be/solarconstant/virgo/diarad_data.htm
;
;Selected REFERENCES:
;(1)   Fr{\"o}hlich, C., Crommelynck, D., Wehrli, C., Anklin, M., Dewitte, S., Fichot,
;      A., Finsterle, W., Jim{\e}nez, A., Chevalier, A. and Roth, H.~J.: 1997,
;      In-flight performances of {VIRGO} solar irradiance instruments on {SOHO},
19990312 1366.34692 1366.78467 1365.89697 1366.88489 1366.19177
19990313 1366.11060 1366.56909 1365.65210 1366.67053 1365.94666
19990314 1365.88391 1366.35913 1365.40881 1366.46179 1365.70325
19990315 1366.00183 1366.47949 1365.52429 1366.58337 1365.81848
19990316 1366.14978 1366.64709 1365.65234 1366.75232 1365.94641
19990317 1366.40833 1366.82788 1365.96558 1366.93420 1366.25940
19990318 1366.54248 1367.01489 1366.07349 1367.12256 1366.36707
19990319 1366.62805 1367.08923 1366.16675 1367.19824 1366.46008
19990320 1366.56799 1367.03284 1366.10303 1367.14331 1366.39600
19990321 1366.49011 1366.97656 1366.00378 1367.08826 1366.29651
19990322 1366.47864 1366.94153 1366.00720 1367.05432 1366.29968
19990323 1366.42505 1366.87720 1365.97400 1366.99109 1366.26648
19990324 1366.31726 1366.78870 1365.84583 1366.90356 1366.13831
19990325 1366.24292 1366.71887 1365.76709 1366.83496 1366.05945
19990326 1366.17676 1366.67212 1365.68152 1366.78931 1365.97375
19990327 1366.18188 1366.65674 1365.69873 1366.77502 1365.99097
19990328 1366.18469 1366.64697 1365.72241 1366.76648 1366.01440
19990329 1366.15320 1366.62512 1365.68127 1366.74561 1365.97327
19990330 1366.18066 1366.59741 1365.76392 1366.71912 1366.05579
19990331 1366.18237 1366.60156 1365.76318 1366.72424 1366.05493
19990401 1366.14160 1366.58215 1365.70117 1366.70581 1365.99304
19990402 1366.13879 1366.57654 1365.70105 1366.70129 1365.99280
19990403 1366.13293 1366.55164 1365.71411 1366.67749 1366.00574
19990404 1366.06262 1366.46912 1365.65601 1366.59631 1365.94727
19990405 1366.13818 1366.60254 1365.67383 1366.73096 1365.96484
19990406 1366.30151 1366.76013 1365.84680 1366.88965 1366.13770
19990407 1366.36853 1366.82275 1365.91431 1366.95349 1366.20496
19990408 1366.35010 1366.81982 1365.88037 1366.95166 1366.17102
19990409 1366.38354 1366.85217 1365.91504 1366.98499 1366.20544
19990410 1366.35852 1366.81616 1365.90100 1366.95007 1366.19128
19990411 1366.49329 1366.96265 1366.02405 1367.09766 1366.31421
19990412 1366.58081 1367.05542 1366.10608 1367.19165 1366.39612
19990413 1366.62415 1367.08850 1366.15979 1367.22571 1366.44971
19990414 1366.59717 1367.08154 1366.11279 1367.21997 1366.40259
19990415 1366.53259 1366.96582 1366.09937 1367.10510 1366.38916
19990416 1366.34924 1366.82324 1365.86548 1366.96362 1366.15527
19990417 1366.25220 1366.74719 1365.75708 1366.88843 1366.04688
19990418 1366.26306 1366.74841 1365.77771 1366.89050 1366.06763
19990419 1366.10327 1366.60034 1365.60620 1366.74329 1365.89624
19990420 1365.91882 1366.40063 1365.43689 1366.54431 1365.72705
19990421 1365.86694 1366.31299 1365.41956 1366.45740 1365.70996
19990422 1365.76965 1366.24426 1365.29504 1366.38928 1365.58569
19990423 1365.79724 1366.26709 1365.32739 1366.41260 1365.61841
19990424 1365.91748 1366.36914 1365.46594 1366.51514 1365.75732
19990425 1365.81763 1366.31592 1365.31934 1366.46240 1365.61133
19990426 1365.77808 1366.23364 1365.31873 1366.38049 1365.61121
19990427 1365.77136 1366.23206 1365.31067 1366.37964 1365.60339
19990428 1365.76318 1366.21802 1365.30823 1366.36621 1365.60132
19990429 1365.82788 1366.29724 1365.35864 1366.44604 1365.65186
19990430 1366.01941 1366.48279 1365.55603 1366.63220 1365.84949
19990501 1366.23230 1366.69080 1365.77393 1366.84082 1366.06775
19990502 1366.36414 1366.81641 1365.91187 1366.96704 1366.20593
19990503 1366.44543 1366.90356 1365.98901 1367.05493 1366.28333
19990504 1366.41748 1366.88843 1365.94922 1367.04065 1366.24353
19990505 1366.42029 1366.89465 1365.94592 1367.04749 1366.24060
19990506 1366.59912 1367.04810 1366.15149 1367.20129 1366.44653
19990507 1366.70325 1367.14185 1366.26465 1367.29517 1366.56030
19990508 1366.68433 1367.16223 1366.18787 1367.31580 1366.48401
19990509 1366.60181 1367.06421 1366.12854 1367.21838 1366.42505
19990510 1366.46228 1366.91479 1365.99512 1367.06946 1366.29175
19990511 1366.37463 1366.82568 1365.92358 1366.98096 1366.22009
19990512 1366.22534 1366.67810 1365.77246 1366.83386 1366.06885
19990513 1366.21582 1366.69702 1365.75000 1366.85315 1366.04614
19990514 1366.26807 1366.73730 1365.79871 1366.89380 1366.09460
19990515 1366.24390 1366.71887 1365.76111 1366.87561 1366.05701
19990516 1366.12146 1366.57703 1365.65637 1366.73389 1365.95215
19990517 1365.98254 1366.43274 1365.53235 1366.58972 1365.82813
19990518 1365.81470 1366.27087 1365.36646 1366.42773 1365.66211
19990519 1365.66345 1366.11694 1365.20996 1366.27356 1365.50562
19990520 1365.56738 1366.03601 1365.09875 1366.19226 1365.39441
19990521 1365.60950 1366.05640 1365.16248 1366.21240 1365.45801
19990522 1365.69690 1366.15039 1365.24329 1366.30591 1365.53857
19990523 1365.83435 1366.29626 1365.37231 1366.45142 1365.66736
19990524 1365.93506 1366.40271 1365.46741 1366.55737 1365.76233
19990525 1366.05701 1366.52051 1365.59363 1366.67456 1365.88818
19990526 1366.15100 1366.59009 1365.71741 1366.74329 1366.01160
19990527 1366.14478 1366.58899 1365.70056 1366.74109 1365.99451
19990528 1366.13916 1366.58215 1365.69629 1366.73303 1365.98999
19990529 1366.21143 1366.66504 1365.75769 1366.81458 1366.05090
19990530 1366.09985 1366.54431 1365.65552 1366.69250 1365.94824
19990531 1365.86450 1366.31323 1365.41589 1366.46008 1365.70801
19990601 1365.55042 1366.00928 1365.09155 1366.15479 1365.38306
19990602 1365.67017 1366.08887 1365.25159 1366.23315 1365.54260
19990603 1365.84143 1366.28613 1365.39673 1366.42920 1365.68701
19990604 1366.06433 1366.54810 1365.58057 1366.69019 1365.87048
19990605 1366.43420 1366.88306 1365.98438 1367.02429 1366.27417
19990606 1366.53540 1367.01013 1366.06055 1367.15088 1366.35046
19990607 1366.46655 1366.92163 1366.01160 1367.06189 1366.30164
19990608 1366.32434 1366.76160 1365.86499 1366.90149 1366.15503
19990609 1366.04321 1366.49048 1365.59155 1366.63037 1365.88159
19990610 1365.89368 1366.37854 1365.40881 1366.51843 1365.69897
19990611 1365.89661 1366.37903 1365.42212 1366.51904 1365.71265
19990612 1365.90735 1366.39050 1365.41602 1366.53088 1365.70691
19990613 1365.95117 1366.42395 1365.46582 1366.56458 1365.75708
19990614 1365.92712 1366.36743 1365.48157 1366.50818 1365.77283
19990615 1365.93250 1366.39819 1365.46521 1366.53870 1365.75647
19990616 1365.99951 1366.43750 1365.56335 1366.57837 1365.85449
19990617 1366.04871 1366.50928 1365.58826 1366.65063 1365.87939
19990618 1366.11365 1366.57239 1365.65503 1366.71460 1365.94617
19990619 1366.28125 1366.72620 1365.83765 1366.86951 1366.12878
19990620 1366.34985 1366.80408 1365.89563 1366.94836 1366.18677
19990621 1366.38708 1366.82410 1365.94995 1366.96973 1366.24097
19990622 1366.40723 1366.84265 1365.97180 1366.98926 1366.26294
19990623 1366.38782 1366.84668 1365.92896 1366.99438 1366.22009
19990624 1366.24377 1366.64502 1365.79858 1366.79358 1366.08960
19990625 1365.97534 1366.40210 1365.55249 1366.55151 1365.84351
19990626 1365.77002 1366.21680 1365.32336 1366.36694 1365.61438
19990627 1365.75476 1366.20142 1365.30750 1366.35229 1365.59863
19990628 1365.87122 1366.31702 1365.43298 1366.46875 1365.72412
19990629 1366.10889 1366.55725 1365.66052 1366.71008 1365.95154
19990630 1366.30359 1366.75476 1365.85254 1366.90881 1366.14355
19990701 1366.36890 1366.78223 1365.93665 1366.93750 1366.22778
19990702 1366.35608 1366.83105 1365.88123 1366.98767 1366.17224
19990703 1366.44421 1366.88306 1366.00525 1367.04114 1366.29626
19990704 1366.48889 1366.93518 1366.04126 1367.09509 1366.33240
19990705 1366.27136 1366.70764 1365.84375 1366.86963 1366.13525
19990706 1366.11584 1366.54407 1365.67395 1366.70837 1365.96594
19990707 1366.03845 1366.46777 1365.60339 1366.63440 1365.89575
19990708 1366.13635 1366.54688 1365.72119 1366.71533 1366.01367
19990709 1366.29480 1366.72119 1365.85657 1366.89148 1366.14905
19990710 1366.38733 1366.83679 1365.93677 1367.00879 1366.22925
19990711 1366.34656 1366.78235 1365.90283 1366.95618 1366.19531
19990712 1366.33923 1366.76648 1365.90857 1366.94202 1366.20093
19990713 1366.27551  -99.00000 1365.82007  -99.00000 1366.11230
19990714 1366.17371  -99.00000 1365.71851  -99.00000 1366.01074
19990715 1366.10925 1366.53613 1365.68494 1366.71619 1365.97717
19990716 1366.12366 1366.56042 1365.68689 1366.74121 1365.97925
19990717 1366.28125 1366.72046 1365.84204 1366.90259 1366.13464
19990718 1366.41052 1366.84583 1365.97534 1367.02917 1366.26831
19990719 1366.36011 1366.80042 1365.91992 1366.98499 1366.21338
19990720 1366.29187 1366.72498 1365.84839 1366.91101 1366.14258
19990721 1366.18262 1366.57959 1365.74792 1366.76733 1366.04285
19990722 1365.84814 1366.28259 1365.41370 1366.47168 1365.70935
19990723 1365.78906 1366.21191 1365.35657 1366.40222 1365.65295
19990724 1365.82874 1366.28186 1365.37549 1366.47339 1365.67273
19990725 1365.94971 1366.40491 1365.50342 1366.59766 1365.80127
19990726 1366.05505 1366.50183 1365.60828 1366.69641 1365.90674
19990727 1366.19165 1366.68298 1365.72424 1366.87976 1366.02319
19990728 1366.33228 1366.80396 1365.86060 1367.00244 1366.15991
19990729 1366.20081 1366.68311 1365.71655 1366.88318 1366.01599
19990730 1365.91089 1366.39172 1365.42981 1366.59326 1365.72925
19990731 1365.77002 1366.23962 1365.30054 1366.44275 1365.59998
19990801 1365.38733 1365.86890 1364.90588 1366.07385 1365.20520
19990802 1365.21765 1365.69434 1364.74219 1365.90125 1365.04138
19990803 1365.57861 1366.06299 1365.09167 1366.27185 1365.39063
19990804 1365.97058 1366.43750 1365.50269 1366.64832 1365.80176
19990805 1366.27832 1366.74084 1365.81396 1366.95374 1366.11304
19990806 1366.48694 1366.95435 1366.01953 1367.16931 1366.31860
19990807 1366.64331 1367.12427 1366.16248 1367.34131 1366.46118
19990808 1366.66492 1367.12769 1366.20020 1367.34680 1366.49854
19990809 1366.49512 1366.95581 1366.02478 1367.17676 1366.32300
19990810 1366.30896 1366.78320 1365.83484 1367.00525 1366.13318
19990811 1366.21069 1366.68713 1365.73389 1366.91003 1366.03271
19990812 1366.34473 1366.83936 1365.86462 1367.06299 1366.16357
19990813 1366.46643 1366.96387 1365.96912 1367.18848 1366.26770
19990814 1366.53442 1367.00757 1366.06091 1367.23340 1366.35901
19990815 1366.43823 1366.93835 1365.93823 1367.16528 1366.23572
19990816 1366.28479 1366.75757 1365.81213 1366.98572 1366.10901
19990817 1366.11719 1366.58289 1365.63989 1366.81250 1365.93591
19990818 1366.02112 1366.50317 1365.54333 1366.73401 1365.83875
19990819 1366.02649 1366.51904 1365.55054 1366.75098 1365.84546
19990820 1366.17407 1366.67542 1365.69080 1366.90820 1365.98560
19990821 1366.40173 1366.88599 1365.92529 1367.11975 1366.21973
19990822 1366.48889 1366.97083 1366.01050 1367.20581 1366.30432
19990823 1366.55786 1366.99744 1366.10339 1367.23364 1366.39661
19990824 1366.57800 1367.02771 1366.12415 1367.26514 1366.41675
19990825 1366.57349 1367.00867 1366.11853 1367.24731 1366.41064
19990826 1366.39038 1366.82202 1365.95874 1367.06165 1366.25037
19990827 1366.14429 1366.61218 1365.67639 1366.85266 1365.96765
19990828 1366.14844 1366.59192 1365.71875 1366.83325 1366.00977
19990829 1366.23511 1366.68604 1365.80176 1366.92822 1366.09277
19990830 1366.47375 1366.92322 1366.02429 1367.16614 1366.31506
19990831 1366.80090 1367.25183 1366.34998 1367.49597 1366.64001
19990901 1366.94458 1367.35413 1366.50195 1367.59973 1366.79126
19990902 1366.86328 1367.29102 1366.43542 1367.53796 1366.72400
19990903 1366.82922 1367.28625 1366.37427 1367.53430 1366.66235
19990904 1366.78174 1367.23547 1366.32813 1367.48462 1366.61572
19990905 1366.63000 1367.07410 1366.18762 1367.32422 1366.47498
19990906 1366.45715 1366.90918 1366.00500 1367.16028 1366.29199
19990907 1366.38159 1366.80994 1365.92639 1367.06201 1366.21301
19990908 1366.35974 1366.80469 1365.90796 1367.05750 1366.19434
19990909 1366.34082 1366.80908 1365.87268 1367.06262 1366.15894
19990910 1366.26270 1366.71484 1365.80310 1366.96899 1366.08948
19990911 1366.16321 1366.63843 1365.68799 1366.89294 1365.97449
19990912 1365.92822 1366.39722 1365.45911 1366.65222 1365.74573
19990913 1365.72827 1366.19385 1365.25330 1366.44934 1365.53992
19990914 1365.51428 1365.97363 1365.05481 1366.22949 1365.34167
19990915 1365.65881 1366.13367 1365.19580 1366.39014 1365.48254
19990916 1365.94409 1366.44226 1365.44580 1366.69934 1365.73254
19990917 1366.31396 1366.80872 1365.81934 1367.06641 1366.10596
19990918 1366.61304 1367.09216 1366.13391 1367.35046 1366.42065
19990919 1366.73425 1367.15918 1366.30310 1367.41797 1366.58984
19990920 1366.80115 1367.16760 1366.41321 1367.42688 1366.70007
19990921 1366.71838 1367.14539 1366.27808 1367.40491 1366.56506
19990922 1366.72717 1367.17261 1366.28186 1367.43250 1366.56921
19990923 1366.79321 1367.25964 1366.32336 1367.51978 1366.61084
19990924 1366.80273 1367.25610 1366.34937 1367.51648 1366.63708
19990925 1366.69006 1367.15479 1366.22546 1367.41553 1366.51331
19990926 1366.63696 1367.11157 1366.16248 1367.37268 1366.45044
19990927 1366.69519 1367.15869 1366.23181 1367.42053 1366.51965
19990928 1366.66882 1367.11560 1366.22192 1367.37817 1366.50977
19990929 1366.71326 1367.11243 1366.28357 1367.37561 1366.57129
19990930 1366.62427 1367.06921 1366.17932 1367.33289 1366.46692
19991001 1366.56946 1367.02979 1366.10925 1367.29395 1366.39697
19991002 1366.56226 1367.01257 1366.11194 1367.27734 1366.39966
19991003 1366.58093 1367.02722 1366.13782 1367.29248 1366.42542
19991004 1366.48218 1366.91431 1366.04260 1367.18018 1366.33020
19991005 1366.27795 1366.73120 1365.82483 1366.99768 1366.11243
19991006 1366.18530 1366.62451 1365.74622 1366.89160 1366.03369
19991007 1366.34595 1366.77393 1365.91797 1367.04175 1366.20532
19991008 1366.46765 1366.90149 1366.03394 1367.16992 1366.32117
19991009 1366.60144 1367.03320 1366.16956 1367.30212 1366.45667
19991010 1366.54419 1367.02002 1366.07471 1367.28943 1366.36169
19991011 1366.41333 1366.90979 1365.92834 1367.17944 1366.21521
19991012 1366.20776 1366.64111 1365.73193 1366.91125 1366.01868
19991013 1365.83252 1366.29163 1365.36975 1366.56226 1365.65637
19991014 1365.42456 1365.88721 1364.96179 1366.15820 1365.24841
19991015 1365.15601 1365.63208 1364.68311 1365.90356 1364.96960
19991016 1365.14929 1365.63562 1364.66296 1365.90759 1364.94958
19991017 1365.33240 1365.79810 1364.86670 1366.07056 1365.15320
19991018 1365.66589 1366.15430 1365.17749 1366.42737 1365.46387
19991019 1366.06604 1366.53906 1365.60046 1366.81287 1365.88660
19991020 1366.50842 1366.94885 1366.06812 1367.22327 1366.35388
19991021 1366.56213 1367.02380 1366.09631 1367.29895 1366.38171
19991022 1366.29089 1366.74719 1365.83105 1367.02307 1366.11633
19991023 1366.02368 1366.44922 1365.58826 1366.72583 1365.87317
19991024 1365.79968 1366.26172 1365.33777 1366.53894 1365.62231
19991025 1365.56445 1366.00098 1365.13562 1366.27881 1365.41992
19991026 1365.31689 1365.80322 1364.84497 1366.08179 1365.12915
19991027 1365.47974 1365.93958 1365.01990 1366.21838 1365.30432
19991028 1365.62195 1366.07349 1365.17151 1366.35254 1365.45654
19991029 1365.68115 1366.14087 1365.22144 1366.42017 1365.50671
19991030 1365.91577 1366.36877 1365.46277 1366.64905 1365.74731
19991031 1366.18445 1366.64209 1365.72681 1366.92358 1366.01025
19991101 1366.21558 1366.66626 1365.75806 1366.94897 1366.04041
19991102 1366.28906 1366.69165 1365.86536 1366.97534 1366.14722
19991103 1366.36462 1366.82874 1365.89966 1367.11328 1366.18115
19991104 1366.37793 1366.84656 1365.90918 1367.13220 1366.19055
19991105 1366.49414 1366.95862 1366.02966 1367.24536 1366.31091
19991106 1366.64661 1367.10571 1366.18469 1367.39368 1366.46582
19991107 1366.57861 1367.06238 1366.07361 1367.35156 1366.35461
19991108 1366.28870 1366.76099 1365.81128 1367.05127 1366.09192
19991109 1365.72192 1366.17297 1365.24695 1366.46460 1365.52710
19991110 1365.24976 1365.70703 1364.79248 1365.99963 1365.07214
19991111 1365.25391 1365.70117 1364.80664 1365.99451 1365.08618
19991112 1365.52844 1365.96387 1365.10181 1366.25793 1365.38123
19991113 1365.75195 1366.20496 1365.29700 1366.49963 1365.57605
19991114 1365.66052 1366.11707 1365.20398 1366.41260 1365.48267
19991115 1365.36072 1365.80396 1364.91736 1366.10046 1365.19543
19991116 1365.09424 1365.54858 1364.64868 1365.84607 1364.92627
19991117 1365.07715 1365.53857 1364.63232 1365.83728 1364.90918
19991118 1365.29053 1365.73096 1364.85083 1366.03076 1365.12695
19991119 1365.65210 1366.06946 1365.21570 1366.37036 1365.49121
19991120 1365.98486 1366.43774 1365.56494 1366.73926 1365.84021
19991121 1366.34692 1366.77466 1365.91284 1367.07690 1366.18799
19991122 1366.44312 1366.84802 1366.02417 1367.15076 1366.29932
19991123 1366.25537 1366.69006 1365.82166 1366.99353 1366.09656
19991124 1366.21362 1366.64941 1365.77783 1366.95361 1366.05237
19991125 1366.29565 1366.73193 1365.86499 1367.03674 1366.13940
19991126 1366.44348 1366.89221 1365.99597 1367.19751 1366.27039
19991127 1366.51892 1366.97351 1366.06262 1367.27905 1366.33704
19991128 1366.47998 1366.93677  -99.00000 1367.24268  -99.00000
19991129  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19991130 1366.18323 1366.63940  -99.00000 1366.94727  -99.00000
19991201 1366.33716 1366.79333  -99.00000 1367.10217  -99.00000
19991202  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19991203 1366.51208 1366.98413 1366.03491 1367.29492 1366.30713
19991204 1366.46326 1366.94104 1365.98779 1367.25281 1366.25940
19991205 1366.39612 1366.83813 1365.94958 1367.15100 1366.22058
19991206 1366.23779 1366.65674 1365.80627 1366.97070 1366.07654
19991207 1366.08984 1366.50720 1365.63696 1366.82227 1365.90662
19991208 1366.17371 1366.61096 1365.72522 1366.92688 1365.99426
19991209 1366.33081 1366.80505 1365.85645 1367.12170 1366.12512
19991210 1366.48035 1366.94165 1366.01917 1367.25916 1366.28748
19991211 1366.68701 1367.14917 1366.22485 1367.46753 1366.49280
19991212 1366.88196 1367.34680 1366.42139 1367.66589 1366.68909
19991213 1367.10535 1367.58240 1366.62817 1367.90234 1366.89551
19991214 1367.27112 1367.72803 1366.80627 1368.04871 1367.07324
19991215 1367.12280 1367.59558 1366.65002 1367.91699 1366.91663
19991216 1366.80835 1367.30139 1366.31775 1367.62329 1366.58423
19991217 1366.50818 1366.97668 1366.04163 1367.29895 1366.30811
19991218 1366.44543 1366.90125 1365.98950 1367.22375 1366.25623
19991219 1366.26099 1366.72778 1365.79053 1367.05066 1366.05725
19991220 1365.78308 1366.22974 1365.32483 1366.55310 1365.59143
19991221 1365.35669 1365.77209 1364.90857 1366.09619 1365.17505
19991222 1365.15527 1365.58325 1364.71033 1365.90820 1364.97644
19991223 1365.27185 1365.72363 1364.81665 1366.04956 1365.08252
19991224 1365.49365 1365.94800 1365.03796 1366.27502 1365.30347
19991225 1365.70276 1366.16309 1365.24207 1366.49158 1365.50745
19991226 1365.88452 1366.35144 1365.42163 1366.68213 1365.68726
19991227 1366.15491 1366.62964 1365.68005 1366.96228 1365.94641
19991228 1366.40332 1366.86182 1365.93152 1367.19678 1366.19836
19991229 1366.44934 1366.89270 1365.99268 1367.23035 1366.26038
19991230 1366.35132 1366.77930 1365.89990 1367.11938 1366.16797
19991231 1366.30945 1366.74207 1365.85388 1367.08459 1366.12256
20000101 1366.36609 1366.82617 1365.90344 1367.17102 1366.17297
20000102 1366.38269 1366.84631 1365.91919 1367.19360 1366.18945
20000103 1366.33142 1366.79102 1365.86914 1367.14063 1366.14014
20000104 1366.38257 1366.82629 1365.93787 1367.17883 1366.20984
20000105 1366.60120 1367.02600 1366.16113 1367.38123 1366.43408
20000106 1366.76855 1367.21521 1366.32178 1367.57288 1366.59570
20000107  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
20000108 1367.00793 1367.46423  -99.00000 1367.82593  -99.00000
20000109 1367.12390 1367.59167 1366.65942 1367.95508 1366.93726
20000110 1367.10535 1367.57739 1366.62952 1367.94263 1366.90869
20000111 1366.95105 1367.40356 1366.49988 1367.77026 1366.78052
20000112 1366.71313 1367.17920 1366.24707 1367.54749 1366.52905
20000113 1366.64819 1367.08716 1366.18359 1367.45740 1366.46680
20000114 1366.60889 1367.08899 1366.12891 1367.46118 1366.41357
20000115 1366.58386 1367.05847 1366.10913 1367.43262 1366.39514
20000116 1366.49963 1366.98474 1366.01453 1367.36121 1366.30176
20000117 1366.46716 1366.91614 1366.01355 1367.29504 1366.30225
20000118 1366.58899 1367.01929 1366.12842 1367.40039 1366.41809
20000119 1366.54028 1366.99902 1366.08142 1367.38098 1366.37146
20000120 1366.41638 1366.88037 1365.95142 1367.26233 1366.24146
20000121 1366.39868 1366.81104 1365.96948 1367.19312 1366.25952
20000122 1366.47693 1366.93591 1366.01685 1367.31836 1366.30688
20000123 1366.52759 1366.98291 1366.07129 1367.36572 1366.36133
20000124 1366.43140 1366.89465 1365.96826 1367.27759 1366.25818
20000125 1366.30908 1366.75635 1365.86194 1367.13928 1366.15198
20000126 1366.21875 1366.63574 1365.78894 1367.01868 1366.07886
20000127 1366.29712 1366.71411 1365.86023 1367.09717 1366.15027
20000128 1366.34778 1366.81531 1365.88293 1367.19910 1366.17285
20000129 1366.41199 1366.86035 1365.96362 1367.24500 1366.25354
20000130 1366.44031 1366.90295 1365.97778 1367.28857 1366.26770
20000131 1366.54065 1366.99695 1366.08484 1367.38379 1366.37476
20000201 1366.68054 1367.11487 1366.22852 1367.50281 1366.51855
20000202 1366.75659 1367.23267 1366.28052 1367.62158 1366.57056
20000203 1366.84875 1367.32202 1366.37549 1367.71167 1366.66553
20000204 1366.96570 1367.42847 1366.50293 1367.81860 1366.79285
20000205 1367.06128 1367.52649 1366.59619 1367.91699 1366.88623
20000206 1367.04285 1367.52405 1366.56165 1367.91479 1366.85168
20000207 1366.91370 1367.38647 1366.44104 1367.77734 1366.73096
20000208 1366.93298 1367.40283 1366.46313 1367.79382 1366.75317
20000209 1366.92505 1367.38904 1366.46216 1367.78040 1366.75220
20000210 1366.96289 1367.42542 1366.49768 1367.81714 1366.78760
20000211 1366.96289 1367.42102 1366.50464 1367.81311 1366.79468
20000212 1366.95911 1367.42395 1366.49426 1367.81604 1366.78430
20000213 1366.93628 1367.42065 1366.45203 1367.81274 1366.74194
20000214 1366.98730 1367.45349 1366.52112 1367.84570 1366.81104
20000215 1366.95764 1367.40149 1366.50220 1367.79407 1366.79211
20000216 1366.67480 1367.14514 1366.20447 1367.53821 1366.49438
20000217 1366.59436 1367.00500 1366.15393 1367.39868 1366.44385
20000218 1366.46191 1366.91772 1366.00439 1367.31201 1366.29443
20000219 1366.30066 1366.72485 1365.85876 1367.11963 1366.14880
20000220 1366.12207 1366.57349 1365.67139 1366.96863 1365.96143
20000221 1366.20032 1366.66455 1365.74341 1367.06006 1366.03345
20000222 1366.26416 1366.69080 1365.81165 1367.08655 1366.10156
20000223 1366.02112 1366.48877 1365.55347 1366.88489 1365.84338
20000224 1365.85864 1366.32666 1365.39050 1366.72327 1365.68042
20000225 1365.63464 1366.09265 1365.17651 1366.48975 1365.46655
20000226 1365.48950 1365.93323 1365.04578 1366.33069 1365.33569
20000227 1365.22034 1365.68335 1364.75732 1366.08081 1365.04724
20000228 1364.97034 1365.39868 1364.53870 1365.79565 1364.82861
20000229 1364.81531 1365.25171 1364.37170 1365.64844 1364.66174
20000301 1364.94934 1365.40820 1364.49329 1365.80505 1364.78320
20000302 1365.33496 1365.77380 1364.89685 1366.17090 1365.18677
20000303 1365.80334 1366.27856 1365.34229 1366.67578 1365.63208
20000304 1366.17908 1366.65710 1365.70898 1367.05408 1365.99866
20000305 1366.23669 1366.68420 1365.78882 1367.08081 1366.07813
20000306 1366.21863 1366.65356 1365.77441 1367.04919 1366.06287
20000307 1366.17456 1366.63623 1365.71777 1367.02991 1366.00415
20000308 1366.06531 1366.54358 1365.58557 1366.93469 1365.86902
20000309 1365.98279 1366.44287 1365.52283 1366.83142 1365.80322
20000310 1366.00195 1366.47009 1365.53040 1366.85608 1365.80811
20000311 1365.94214 1366.40991 1365.47559 1366.79309 1365.75049
20000312 1365.91516 1366.38245 1365.44800 1366.76294 1365.72046
20000313 1365.94141 1366.40845 1365.47424 1366.78601 1365.74426
20000314 1365.89124 1366.36487 1365.41772 1366.73938 1365.68530
20000315 1365.87000 1366.32227 1365.41772 1366.69373 1365.68298
20000316 1365.90198 1366.34338 1365.44666 1366.71191 1365.70984
20000317 1365.86572 1366.31128 1365.41797 1366.67712 1365.67896
20000318 1365.89404 1366.35376 1365.43445 1366.71704 1365.69336
20000319 1365.67273 1366.10986 1365.23010 1366.47046 1365.48706
20000320 1365.59583 1366.05176 1365.13843 1366.40979 1365.39368
20000321 1365.47644 1365.92932 1365.02393 1366.28491 1365.27722
20000322 1365.47461 1365.93994 1365.00928 1366.29321 1365.26074
20000323 1365.90857 1366.36804 1365.44910 1366.71912 1365.69873
20000324 1366.25745 1366.67407 1365.82434 1367.02295 1366.07214
20000325 1366.37927 1366.84399 1365.92639 1367.19080 1366.17236
20000326 1366.43396 1366.86670 1365.98279 1367.21118 1366.22729
20000327 1366.51685 1366.96143 1366.06335 1367.30408 1366.30603
20000328 1366.55261 1367.02734 1366.07776 1367.36804 1366.31836
20000329 1366.64856 1367.12280 1366.18604 1367.46167 1366.42432
20000330 1366.72693 1367.24170 1366.23853 1367.57910 1366.47498
20000331 1366.64709 1367.12158 1366.16699 1367.45837 1366.40259
20000401 1366.61633 1367.08765 1366.14514 1367.42419 1366.38037
20000402 1366.66138 1367.10400 1366.20190 1367.44067 1366.43726
20000403 1366.64868 1367.12927 1366.16809 1367.46619 1366.40393
20000404 1366.73413 1367.23352 1366.23474 1367.57080 1366.47144
20000405 1366.85510 1367.36145 1366.35437 1367.69922 1366.59216
20000406 1367.03162 1367.49402 1366.56396 1367.83240 1366.80261
20000407 1367.04016 1367.47888 1366.60156 1367.81787 1366.84131
