 51  ;total number of comment lines until data start
;TOTAL SOLAR IRRADIANCE (TSI) DATA FROM VIRGO/SOHO
;This dataset is freely available with one restriction:
;If you use the data or some product based on the data in a published 
;paper refer to one of the publications and acknowlege receipt of the 
;dataset (mention version used) from VIRGO Team through PMOD/WRC, Davos,
;Switzerland, and acknowledge "unpublished data from the VIRGO Experiment 
;on the cooperative ESA/NASA Mission SoHO"
;The data are also available at OBSUN.PMODWRC.CH in the directory 
;/data/irradiance/virgo/virgo_tsi_d_v4_90.dat or virgo_tsi_h_v4_90.dat
;as daily and hourly values respectively. These files contain VIRGO, DIARAD 
;and PMO6-V data at level 2.0 (determined by comparison of level 1.8 data 
;of DIARAD and PMO6-V: non-exposure dependent changes) and level 1.8 (determined 
;by comparison of backup and operational individual radiometers: exposure dependent 
;changes). The level 1.8 DIARAD data are also available from 
;http://remotesensing.oma.be/solarconstant/virgo/diarad_data.htm
;
;Selected REFERENCES:
;(1)   Fr{\"o}hlich, C., Crommelynck, D., Wehrli, C., Anklin, M., Dewitte, S., Fichot,
;      A., Finsterle, W., Jim{\e}nez, A., Chevalier, A. and Roth, H.~J.: 1997,
;      In-flight performances of {VIRGO} solar irradiance instruments on {SOHO},
;      {\em Sol. Phys.} {\bf 175},~267--286.
;(2)   Fr{\"o}hlich, C. and M. Anklin, `Uncertainty of Total Solar Irradiance: 
;      An Assessment of the Last 20 Years of Space Radiometry. {\em Metrologia}, 
;      {\bf 37}, 387-391, 2000
;   Since version 3.00 a new determination of the degradation of the 
;   radiometers has been used to produce level 1.8 and 2.0 which is described in 
;(3)   Fr{\"o}hlich, C. and W. Finsterle, `VIRGO Radiometry and Total Solar 
;      Irradiance 1996-2000 Revised. In: P. Brekke, B. Fleck, and J. B. Gurman (eds.): 
;      Recent Insights Into the Physics of the Sun and Heliosphere - Highlights
;      from SOHO and Other Space Missions. p.105-110, ASP Conference Series, 
;      Vol. 203, 2001
;(4)   Crommelynck, D., S. Dewitte and A. Chevalier, Total Solar Irradiance 
;      form VIRGO on SOHO: 5 years observations with DIARAD, in preparation, 2002
;   These publications or preprints of them can be found on the anonymous ftp 
;   server obsun.wrcpmod.ch in the directory /publications/ best reachable 
;   through www.pmodwrc.ch.
;
;Describtion of columns:
;1st col: Date (YYYYMMDD) at noon
;2nd col: TSI VIRGO (Wm-2)
;3rd col: TSI DIARAD level 2 (Wm-2)
;4th col: TSI PMO6-V level 2 (Wm-2)
;5th col: TSI DIARAD level 1.8 (Wm-2)
;6th col: TSI PMO6-V level 1.8 (Wm-2)
;format (i4,2i2.2,5f11.5)
;Col 2-6 contain the daily average of the corresponding day.
;Missing values are indicated by -99.
;File created Oct 25 2001
;Version: 4.90
;                   level 2.0                  level 1.8
;           VIRGO     DIARAD     PMO6V      DIARAD     PMO6V
19960118 1365.44275  -99.00000 1364.91724  -99.00000 1365.10571
19960119 1365.52136  -99.00000 1364.99609  -99.00000 1365.19104
19960120 1365.52612  -99.00000 1365.00098  -99.00000 1365.20056
19960121 1365.50598  -99.00000 1364.98083  -99.00000 1365.18335
19960122 1365.48938  -99.00000 1364.96399  -99.00000 1365.16882
19960123 1365.54187  -99.00000 1365.01648  -99.00000 1365.22180
19960124 1365.56604  -99.00000 1365.04016  -99.00000 1365.24609
19960125 1365.59094  -99.00000 1365.06458  -99.00000 1365.27173
19960126 1365.55920  -99.00000 1365.03247  -99.00000 1365.24194
19960127  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960128 1365.56421  -99.00000 1365.03723  -99.00000 1365.25085
19960129 1365.54626  -99.00000 1365.01941  -99.00000 1365.23633
19960130 1365.53943 1366.05811 1365.01978 1366.08789 1365.23962
19960131 1365.53772 1366.05798 1365.01685 1366.08862 1365.23926
19960201 1365.54321 1366.06616 1365.02014 1366.09790 1365.24536
19960202 1365.52454 1366.04639 1365.00159 1366.07898 1365.22949
19960203 1365.46936 1365.99451 1364.94495 1366.02820 1365.17517
19960204 1365.41064 1365.93494 1364.88647 1365.96948 1365.11902
19960205 1365.38037 1365.90869 1364.85132 1365.94421 1365.08606
19960206 1365.37939 1365.91235 1364.84741 1365.94897 1365.08423
19960207 1365.37598 1365.91577 1364.84082 1365.95349 1365.07983
19960208 1365.33057 1365.85400 1364.80420 1365.89282 1365.04529
19960209 1365.33044 1365.85266 1364.80615 1365.89246 1365.04932
19960210 1365.34546 1365.87598 1364.81409 1365.91699 1365.05945
19960211 1365.29553 1365.82397  -99.00000 1365.86609  -99.00000
19960212 1365.27710 1365.80530  -99.00000 1365.84863  -99.00000
19960213 1365.30261 1365.83105  -99.00000 1365.87561  -99.00000
19960214 1365.27087 1365.79956  -99.00000 1365.84521  -99.00000
19960215 1365.28345 1365.81177  -99.00000 1365.85803  -99.00000
19960216 1365.30896 1365.83655  -99.00000 1365.88330  -99.00000
19960217 1365.30640 1365.83350  -99.00000 1365.88074  -99.00000
19960218 1365.34631 1365.87341  -99.00000 1365.92151  -99.00000
19960219 1365.35071 1365.87793  -99.00000 1365.92676  -99.00000
19960220 1365.42297 1365.95044  -99.00000 1366.00037  -99.00000
19960221 1365.45850 1365.98608  -99.00000 1366.03711  -99.00000
19960222 1365.48206 1365.97766 1365.01489 1366.02966 1365.27490
19960223 1365.48657 1365.98608 1364.98706 1366.03931 1365.26233
19960224 1365.45386 1365.96606 1364.94739 1366.02051 1365.22974
19960225 1365.44312 1365.95154 1364.93469 1366.00720 1365.21448
19960226 1365.44934 1365.96680 1364.93579 1366.02380 1365.21167
19960227 1365.47559 1365.99304 1364.95691 1366.05176 1365.23364
19960228 1365.46948 1365.97351 1364.95215 1366.03442 1365.22961
19960229 1365.40723 1365.92578 1364.88867 1365.98816 1365.16687
19960301 1365.38025 1365.90625 1364.85803 1365.97009 1365.13721
19960302 1365.34937 1365.89014 1364.80847 1365.95532 1365.08899
19960303 1365.33569 1365.86450 1364.81042 1365.93103 1365.09241
19960304 1365.31323 1365.88123 1364.74524 1365.94873 1365.02856
19960305 1365.30969 1365.87622 1364.73413 1365.94458 1365.01941
19960306 1365.33276 1365.88684 1364.77856 1365.95593 1365.06567
19960307 1365.33447 1365.89233 1364.77466 1365.96204 1365.06348
19960308 1365.33862 1365.84619 1364.83093 1365.91650 1365.12146
19960309 1365.30054 1365.82239 1364.77869 1365.89343 1365.07056
19960310 1365.30420 1365.81763 1364.79089 1365.88989 1365.08325
19960311 1365.29333 1365.83289 1364.75232 1365.90662 1365.04456
19960312 1365.27136 1365.79968 1364.74304 1365.87463 1365.03540
19960313 1365.23206 1365.76477 1364.69983 1365.84045 1364.99268
19960314 1365.25977 1365.79370 1364.72571 1365.86987 1365.01917
19960315 1365.31714 1365.84155 1364.79297 1365.91821 1365.08679
19960316 1365.34314 1365.87891 1364.80750 1365.95593 1365.10156
19960317 1365.38660 1365.91443 1364.86060 1365.99194 1365.15466
19960318 1365.38916 1365.93176 1364.84668 1366.00952 1365.14087
19960319 1365.39331 1365.92822 1364.86353 1366.00623 1365.15833
19960320 1365.37109 1365.91309 1364.82922 1365.99109 1365.12463
19960321 1365.35962 1365.88538 1364.83167 1365.96350 1365.12805
19960322 1365.23474 1365.78735 1364.68225 1365.86584 1364.97986
19960323 1365.22021 1365.77576 1364.67041 1365.85474 1364.96948
19960324 1365.24268 1365.79199 1364.69348 1365.87146 1364.99402
19960325 1365.29797 1365.83740 1364.75232 1365.91760 1365.05432
19960326 1365.33032 1365.82227 1364.83850 1365.90295 1365.14185
19960327 1365.35339 1365.88928  -99.00000 1365.97095  -99.00000
19960328 1365.38782 1365.92297  -99.00000 1366.00525  -99.00000
19960329 1365.37988 1365.91284 1364.85266 1365.99585 1365.16345
19960330 1365.33435 1365.87024 1364.79858 1365.95386 1365.11182
19960331 1365.35376 1365.88464 1364.82434 1365.96899 1365.13953
19960401 1365.34680 1365.89478 1364.79895 1365.97986 1365.11560
19960402 1365.36133 1365.90271 1364.82666 1365.98853 1365.14478
19960403 1365.38110 1365.92102 1364.84436 1366.00757 1365.16345
19960404 1365.39966 1365.93884  -99.00000 1366.02612  -99.00000
19960405 1365.39185 1365.93433 1364.85193 1366.02209 1365.17346
19960406 1365.35400 1365.93042 1364.76648 1366.01904 1365.08984
19960407 1365.35327 1365.96082 1364.74573 1366.05005 1365.07117
19960408 1365.34668 1365.94238 1364.73804 1366.03235 1365.06543
19960409 1365.35522 1365.93298 1364.77759 1366.02368 1365.10645
19960410 1365.35828 1365.92920 1364.76990 1366.02051 1365.09998
19960411 1365.41248 1365.96985 1364.85510 1366.06177 1365.18628
19960412 1365.39648 1365.96692 1364.83203 1366.05957 1365.16467
19960413 1365.43311 1365.96558 1364.90039 1366.05896 1365.23450
19960414 1365.41663 1365.94702 1364.88782 1366.04114 1365.22327
19960415 1365.35950 1365.88684  -99.00000 1365.98157  -99.00000
19960416 1365.46167 1365.89893 1365.05176 1365.99438 1365.39282
19960417 1365.28101 1365.86523 1364.69666 1365.96130 1365.04041
19960418 1365.28516 1365.85925 1364.71960 1365.95605 1365.06470
19960419 1365.30042 1365.89490 1364.70593 1365.99231 1365.05188
19960420 1365.29016 1365.89111 1364.67627 1365.98938 1365.02295
19960421 1365.26953 1365.86853 1364.67065 1365.96741 1365.01831
19960422 1365.23792 1365.83057 1364.64539 1365.93018 1364.99402
19960423 1365.32727 1365.81348 1364.85596 1365.91370 1365.20557
19960424 1365.22083 1365.80579 1364.65051 1365.90674 1365.00110
19960425 1365.24731 1365.82104 1364.67358 1365.92261 1365.02515
19960426 1365.24365 1365.81421 1364.68176 1365.91650 1365.03418
19960427 1365.24426 1365.78040 1364.70813 1365.88342 1365.06140
19960428 1365.24792 1365.78271 1364.70728 1365.88635 1365.06116
19960429 1365.28296 1365.81274 1364.76099 1365.91711 1365.11572
19960430 1365.25781 1365.78564 1364.73657 1365.89063 1365.09216
19960501 1365.30383 1365.80444 1364.80566 1365.91016 1365.16235
19960502 1365.30872 1365.83691 1364.79346 1365.94336 1365.15161
19960503 1365.27307 1365.81702 1364.72156 1365.92407 1365.08105
19960504 1365.28381 1365.81494 1364.75659 1365.92273 1365.11731
19960505 1365.33618 1365.85071 1364.82178 1365.95911 1365.18372
19960506 1365.40405 1365.89941 1364.92444 1366.00854 1365.28674
19960507 1365.47681 1365.94067 1365.01282 1366.05054 1365.37500
19960508 1365.49597 1366.01245 1364.97742 1366.12292 1365.33960
19960509 1365.50928 1365.99280 1365.02576 1366.10400 1365.38855
19960510 1365.41602 1365.90686 1364.93677 1366.01868 1365.30066
19960511 1365.37488 1365.85400 1364.89563 1365.96667 1365.26050
19960512 1365.37341 1365.86523 1364.88147 1365.97876 1365.24768
19960513 1365.37842 1365.87366 1364.88318 1365.98816 1365.25098
19960514 1365.43896 1365.90918 1364.96094 1366.02466 1365.33044
19960515 1365.43872 1365.95056 1364.92700 1366.06714 1365.29810
19960516 1365.51782 1365.98560 1365.06250 1366.10315 1365.43518
19960517 1365.51001 1365.99146 1365.02856 1366.10974 1365.40295
19960518 1365.45898 1365.95129 1364.98303 1366.07019 1365.35962
19960519 1365.35388 1365.88025 1364.82751 1365.99963 1365.20630
19960520 1365.27539 1365.80164 1364.75098 1365.92151 1365.13196
19960521 1365.24670 1365.77332 1364.72021 1365.89355 1365.10278
19960522 1365.24854 1365.77124 1364.72449 1365.89209 1365.10852
19960523 1365.24658 1365.77063 1364.72266 1365.89197 1365.10791
19960524 1365.24512 1365.73987 1364.75745 1365.86206 1365.14355
19960525 1365.24609 1365.74939 1364.74268 1365.87244 1365.12927
19960526 1365.25281 1365.76001 1364.74390 1365.88403 1365.13086
19960527 1365.21631 1365.75354 1364.67896 1365.87854 1365.06641
19960528 1365.25671 1365.76392 1364.75073 1365.89001 1365.13855
19960529 1365.19543 1365.73730 1364.65369 1365.86414 1365.04211
19960530 1365.19531 1365.72668 1364.66418 1365.85388 1365.05396
19960531 1365.21460 1365.74915 1364.67749 1365.87622 1365.06909
19960601 1365.23792 1365.77820 1364.69836 1365.90527 1365.09143
19960602 1365.29614 1365.84070 1364.75159 1365.96826 1365.14563
19960603 1365.31995 1365.87463 1364.75574 1366.00281 1365.15039
19960604 1365.41455 1365.93713 1364.89844 1366.06592 1365.29395
19960605 1365.37878 1365.93396 1364.82361 1366.06299 1365.22009
19960606 1365.32349 1365.89929 1364.74756 1366.02869 1365.14514
19960607 1365.28772 1365.82813 1364.74451 1365.95801 1365.14307
19960608 1365.24768 1365.80591 1364.69202 1365.93640 1365.09131
19960609 1365.26746 1365.82642 1364.71765 1365.95764 1365.11731
19960610 1365.33032 1365.86707 1364.78918 1365.99915 1365.18933
19960611 1365.32776 1365.87842 1364.77722 1366.01135 1365.17798
19960612 1365.34375 1365.88489 1364.80261 1366.01868 1365.20386
19960613 1365.32996 1365.86621 1364.78687 1366.00098 1365.18860
19960614 1365.30273 1365.82739 1364.77808 1365.96301 1365.18018
19960615 1365.23462 1365.77075 1364.69482 1365.90723 1365.09729
19960616 1365.21204 1365.74878 1364.67822 1365.88611 1365.08081
19960617 1365.21753 1365.75012 1364.68494 1365.88855 1365.08728
19960618 1365.17603 1365.71399 1364.63806 1365.85352 1365.04016
19960619 1365.21619 1365.75061 1364.68250 1365.89136 1365.08423
19960620 1365.22327 1365.74829 1364.69824 1365.89014 1365.09973
19960621 1365.20447 1365.73450 1364.67432 1365.87756 1365.07568
19960622 1365.17969 1365.71399 1364.64575 1365.85803 1365.04700
19960623 1365.19507 1365.72485 1364.66528 1365.86987 1365.06665
19960624 1365.23425 1365.77344 1364.69507 1365.91919 1365.09668
19960625 1365.24597 1365.77441 1364.71777 1365.92102 1365.11987
19960626 1365.21643 1365.76221 1364.67078 1365.90955 1365.07324
19960627 1365.23828 1365.76782 1364.71558 1365.91589 1365.11865
19960628 1365.28101 1365.83044 1364.73547 1365.97925 1365.13892
19960629 1365.37146 1365.90527 1364.83777 1366.05493 1365.24194
19960630 1365.41870 1365.95178 1364.88196 1366.10229 1365.28674
19960701 1365.44727 1365.97632 1364.92590 1366.12781 1365.33154
19960702 1365.45911 1365.99658 1364.92163 1366.14905 1365.32788
19960703 1365.42761 1365.97546 1364.87939 1366.12915 1365.28638
19960704 1365.41431 1365.95496 1364.87512 1366.10974 1365.28271
19960705 1365.40076 1365.94666 1364.85486 1366.10242 1365.26270
19960706 1365.35962 1365.90674 1364.81262 1366.06335 1365.22070
19960707 1365.34119 1365.87537 1364.80505 1366.03271 1365.21338
19960708 1365.11902 1365.65186 1364.58618 1365.80981 1364.99500
19960709 1364.95032 1365.49219 1364.40833 1365.65076 1364.81775
19960710 1365.06335 1365.59631 1364.53101 1365.75537 1364.94116
19960711 1365.19263 1365.73157 1364.63599 1365.89111 1365.04675
19960712 1365.27100 1365.80554 1364.74194 1365.96545 1365.15393
19960713 1365.22632 1365.76917 1364.67969 1365.92932 1365.09241
19960714 1365.15979 1365.69629 1364.62329 1365.85681 1365.03674
19960715 1365.17993 1365.72192 1364.63782 1365.88281 1365.05188
19960716 1365.19592 1365.72400 1364.67004 1365.88501 1365.08484
19960717 1365.19995 1365.73486 1364.66492 1365.89612 1365.08069
19960718 1365.16492 1365.70630 1364.62341 1365.86768 1365.04016
19960719 1365.18713 1365.72803 1364.64783 1365.88953 1365.06555
19960720 1365.18164 1365.71753 1364.64575 1365.87927 1365.06433
19960721 1365.16296 1365.70239 1364.62354 1365.86438 1365.04297
19960722 1365.16284 1365.70227 1364.62097 1365.86462 1365.04114
19960723 1365.18225 1365.70825 1364.65625 1365.87085 1365.07715
19960724 1365.15588 1365.70813 1364.60352 1365.87109 1365.02515
19960725 1365.20374 1365.74426 1364.65698 1365.90747 1365.07935
19960726 1365.25000 1365.77783 1364.72217 1365.94128 1365.14526
19960727 1365.23987 1365.79407 1364.68567 1365.95789 1365.10950
19960728 1365.29529 1365.84033 1364.75024 1366.00452 1365.17480
19960729 1365.26172 1365.81226 1364.70959 1365.97693 1365.13477
19960730 1365.19153 1365.71875 1364.66431 1365.88379 1365.09009
19960731 1365.09045 1365.64136 1364.53943 1365.80688 1364.96582
19960801 1365.05017 1365.59082 1364.50952 1365.75696 1364.93628
19960802 1365.03918 1365.55225 1364.52612 1365.71899 1364.95337
19960803 1365.08752 1365.59277 1364.57056 1365.76025 1364.99817
19960804 1365.17603 1365.67957 1364.67249 1365.84778 1365.10022
19960805 1365.29321 1365.78149 1364.80493 1365.95068 1365.23279
19960806 1365.33386 1365.84448 1364.83521 1366.01453 1365.26318
19960807 1365.35791 1365.85669 1364.85913 1366.02759 1365.28735
19960808 1365.27966 1365.78955 1364.76709 1365.96118 1365.19543
19960809 1365.20569 1365.73364 1364.67773 1365.90601 1365.10632
19960810 1365.16650 1365.70032 1364.63269 1365.87341 1365.06165
19960811 1365.10645 1365.64587 1364.56702 1365.81958 1364.99634
19960812 1365.17053 1365.70105 1364.64001 1365.87537 1365.06958
19960813 1365.26208 1365.77051 1364.74902 1365.94556 1365.17908
19960814 1365.21936 1365.75867 1364.67993 1365.93420 1365.11035
19960815 1365.16101 1365.69800 1364.62402 1365.87402 1365.05493
19960816 1365.15601 1365.67676 1364.63513 1365.85315 1365.06665
19960817 1365.18066 1365.71228 1364.64905 1365.88904 1365.08105
19960818 1365.18445 1365.71130 1364.65552 1365.88831 1365.08813
19960819 1365.17505 1365.69507 1364.65503 1365.87268 1365.08813
19960820 1365.18396 1365.70422 1364.66382 1365.88232 1365.09729
19960821 1365.17566 1365.69446 1364.65698 1365.87305 1365.09094
19960822 1365.20422 1365.71741 1364.69116 1365.89648 1365.12549
19960823 1365.27063 1365.77197 1364.76575 1365.95154 1365.20068
19960824 1365.36157 1365.88599 1364.83716 1366.06604 1365.27258
19960825 1365.46619 1365.99341 1364.93896 1366.17371 1365.37500
19960826 1365.49036 1366.01160 1364.96912 1366.19202 1365.40601
19960827 1365.44543 1365.96875 1364.92212 1366.14917 1365.35986
19960828 1365.41443 1365.91638 1364.91479 1366.09717 1365.35327
19960829 1365.37085 1365.89783 1364.84338 1366.07874 1365.28247
19960830 1365.40100 1365.93262 1364.86951 1366.11377 1365.30908
19960831 1365.44702 1365.96179 1364.92993 1366.14319 1365.36987
19960901 1365.47656 1366.00476 1364.94824 1366.18616 1365.38855
19960902 1365.50403 1366.00598 1364.99487 1366.18738 1365.43530
19960903 1365.46375 1365.96851 1364.95886 1366.15002 1365.39954
19960904 1365.36536 1365.87024 1364.86060 1366.05188 1365.30127
19960905 1365.28235 1365.79883 1364.76575 1365.98047 1365.20667
19960906 1365.22229 1365.75659 1364.68799 1365.93823 1365.12952
19960907 1365.23938 1365.77087 1364.70557 1365.95251 1365.14771
19960908 1365.25415 1365.76794 1364.74133 1365.94971 1365.18396
19960909 1365.25977 1365.78235 1364.73718 1365.96448 1365.17981
19960910  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960911  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960912  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960913 1365.27991 1365.80554  -99.00000 1365.68994  -99.00000
19960914 1365.28320 1365.84216 1364.70959 1365.73328 1365.15247
19960915 1365.27051 1365.85278 1364.68811 1365.75085 1365.13098
19960916 1365.23462 1365.83191 1364.63745 1365.73694 1365.08020
19960917 1365.29565 1365.81799 1364.77527 1365.72974 1365.21802
19960918 1365.30872 1365.83423 1364.78333 1365.75208 1365.22607
19960919 1365.31604 1365.86328 1364.76892 1365.78699 1365.21191
19960920 1365.36304 1365.91699 1364.80908 1365.84631 1365.25220
19960921 1365.45447 1365.98962 1364.91931 1365.92444 1365.36255
19960922 1365.47876 1366.02527 1364.93054 1365.96533 1365.37390
19960923 1365.51257 1366.06116 1364.96399 1366.00647 1365.40747
19960924 1365.47607 1366.01868 1364.93347 1365.96912 1365.37708
19960925 1365.49402 1366.01697 1364.97119 1365.97253 1365.41479
19960926 1365.48328 1365.99866 1364.96777 1365.95935 1365.41162
19960927 1365.45215 1366.00073 1364.90820 1365.96643 1365.35193
19960928 1365.47742 1366.01831 1364.93872 1365.98926 1365.38232
19960929 1365.46729 1365.99561 1364.94128 1365.97144 1365.38489
19960930 1365.45129 1365.97986 1364.92676 1365.96069 1365.37000
19961001 1365.38123 1365.90723 1364.85535 1365.89319 1365.29822
19961002 1365.28430 1365.82813 1364.73669 1365.81934 1365.17944
19961003 1365.27795 1365.80286 1364.75293 1365.79858 1365.19556
19961004 1365.31140 1365.79456 1364.82837 1365.79492 1365.27075
19961005 1365.26282 1365.75537 1364.77026 1365.76038 1365.21252
19961006 1365.21619 1365.74353 1364.68896 1365.75305 1365.13110
19961007 1365.20862 1365.72021 1364.69116 1365.73425 1365.13318
19961008 1365.22302 1365.72632 1364.71973 1365.74475 1365.16162
19961009 1365.24890 1365.73840 1364.75940 1365.76135 1365.20105
19961010 1365.24951 1365.75244 1364.74646 1365.77979 1365.18787
19961011 1365.22437 1365.74341 1364.70532 1365.77527 1365.14624
19961012 1365.23022 1365.75903 1364.69751 1365.79517 1365.13818
19961013 1365.22058 1365.73816 1364.70300 1365.77869 1365.14331
19961014 1365.26306 1365.77478 1364.73633 1365.81946 1365.17627
19961015 1365.28027 1365.78101 1364.77002 1365.82983 1365.20972
19961016 1365.28027 1365.78845 1364.77209 1365.84131 1365.21155
19961017 1365.36316 1365.85181 1364.87292 1365.90857 1365.31213
19961018 1365.42371 1365.92883 1364.93323 1365.98938 1365.37244
19961019 1365.42310 1365.94653 1364.89465 1366.01074 1365.33386
19961020 1365.41528 1365.96912 1364.86145 1366.03699 1365.30066
19961021 1365.42236 1365.97583 1364.86902 1366.04712 1365.30823
19961022 1365.45142 1365.98999 1364.91162 1366.06482 1365.35083
19961023 1365.43079 1365.99194 1364.86963 1366.07007 1365.30908
19961024 1365.48523 1366.00989 1364.94336 1366.09106 1365.38306
19961025 1365.42383 1365.99536 1364.85229 1366.07935 1365.29260
19961026 1365.41223 1365.94714 1364.87720 1366.03394 1365.31799
19961027 1365.41589 1365.95374 1364.87366 1366.04321 1365.31482
19961028 1365.36560 1365.90417 1364.83374 1365.99634 1365.27539
19961029 1365.33838 1365.85913 1364.81763 1365.95398 1365.25977
19961030 1365.26855 1365.81116 1364.72595 1365.90869 1365.16858
19961031 1365.25037 1365.78674 1364.71399 1365.88696 1365.15710
19961101 1365.28711 1365.80554 1364.76379 1365.90833 1365.20728
19961102 1365.26782 1365.81006 1364.72559 1365.91528 1365.16968
19961103 1365.26501 1365.79480 1364.73523 1365.90247 1365.17981
19961104 1365.25122 1365.79431 1364.70801 1365.90454 1365.15308
19961105 1365.26111 1365.78943 1364.73279 1365.90222 1365.17810
19961106 1365.28064 1365.83179 1364.72876 1365.94702 1365.17432
19961107 1365.31140 1365.84265 1364.78027 1365.96045 1365.22607
19961108 1365.28662 1365.83960 1364.73364 1365.95984 1365.17969
19961109 1365.29089 1365.84253 1364.73059 1365.96533 1365.17688
19961110 1365.32520 1365.88330 1364.76416 1366.00842 1365.21069
19961111 1365.38208 1365.91895 1364.84314 1366.04639 1365.28992
19961112 1365.39429 1365.95422 1364.83447 1366.08398 1365.28149
19961113 1365.44336 1365.96252 1364.93591 1366.09460 1365.38318
19961114 1365.47827 1366.03162 1364.92493 1366.16626 1365.37219
19961115 1365.50867 1366.05627 1364.96094 1366.19360 1365.40808
19961116 1365.55408 1366.07056 1365.03564 1366.21057 1365.48254
19961117 1365.55884 1366.10022 1365.01465 1366.24292 1365.46155
19961118 1365.52808 1366.08472 1364.97131 1366.22986 1365.41809
19961119 1365.53040 1366.08398 1364.97681 1366.23145 1365.42358
19961120 1365.52136 1366.06409 1364.97717 1366.21387 1365.42407
19961121 1365.51453 1366.06702 1364.95337 1366.21912 1365.40039
19961122 1365.42883 1365.95789 1364.89148 1366.11230 1365.33862
19961123 1365.12671 1365.61023 1364.59363 1365.76685 1365.04077
19961124 1364.80615 1365.33582 1364.27637 1365.49426 1364.72363
19961125 1364.41748 1364.96802 1363.86694 1365.12854 1364.31421
19961126 1364.45862 1364.99500 1363.92566 1365.15771 1364.37280
19961127 1364.54980 1365.09082 1364.00879 1365.25598 1364.45581
19961128 1364.68982 1365.21277 1364.16699 1365.38013 1364.61389
19961129 1364.94836 1365.47339 1364.42346 1365.64270 1364.87048
19961130 1365.20374 1365.73633 1364.68079 1365.90759 1365.12793
19961201 1365.35388 1365.89111 1364.80078 1366.06421 1365.24829
19961202 1365.35938 1365.91357 1364.80334 1366.08813 1365.25134
19961203 1365.31079 1365.85254 1364.76904 1366.02856 1365.21741
19961204 1365.31604 1365.83252 1364.79163 1366.01001 1365.24060
19961205 1365.27771 1365.80457 1364.75195 1365.98340 1365.20154
19961206 1365.30383 1365.82788 1364.77698 1366.00806 1365.22717
19961207 1365.32983 1365.84839 1364.81116 1366.02991 1365.26196
19961208 1365.31689 1365.82678 1364.80688 1366.00977 1365.25806
19961209 1365.32227 1365.84033 1364.80432 1366.02490 1365.25562
19961210 1365.34875 1365.87659 1364.82092 1366.06262 1365.27246
19961211 1365.39551 1365.90356 1364.88562 1366.09119 1365.33752
19961212 1365.45264 1365.96838 1364.93701 1366.15735 1365.38916
19961213 1365.54053 1366.06006 1365.02100 1366.25049 1365.47339
19961214 1365.58228 1366.08777 1365.07690 1366.27966 1365.52966
19961215 1365.54041 1366.05688 1365.02393 1366.25012 1365.47705
19961216 1365.50940 1366.02380 1364.99304 1366.21851 1365.44653
19961217 1365.55481 1366.06177 1365.04797 1366.25793 1365.50183
19961218 1365.57214 1366.09131 1365.05298 1366.28894 1365.50720
19961219 1365.60669 1366.14148 1365.07190 1366.34058 1365.52661
19961220 1365.64185 1366.16455 1365.11914 1366.36511 1365.57446
19961221 1365.64294 1366.15613 1365.12439 1366.35815 1365.58044
19961222 1365.61047 1366.12854 1365.09241 1366.33203 1365.54919
19961223 1365.53357 1366.06458 1365.00256 1366.26965 1365.45984
19961224 1365.47375 1365.98804 1364.95959 1366.19470 1365.41736
19961225 1365.40454 1365.93481 1364.86877 1366.14307 1365.32703
19961226 1365.41809 1365.93835 1364.89844 1366.14807 1365.35706
19961227 1365.40149 1365.93506 1364.86792 1366.14636 1365.32690
19961228 1365.37549 1365.90845 1364.84253 1366.12109 1365.30200
19961229 1365.30237 1365.83960 1364.76514 1366.05371 1365.22510
19961230 1365.29456 1365.82288 1364.76611 1366.03833 1365.22668
19961231 1365.32922 1365.84045 1364.81274 1366.05737 1365.27405
19970101 1365.34094 1365.86389 1364.81897 1366.08203 1365.28113
19970102 1365.36084 1365.88855 1364.83447 1366.10815 1365.29761
19970103 1365.41821 1365.93884 1364.89746 1366.15979 1365.36133
19970104 1365.41333 1365.94995 1364.87659 1366.17212 1365.34070
19970105 1365.41797 1365.95142 1364.88318 1366.17480 1365.34741
19970106 1365.39661 1365.92334 1364.86987 1366.14807 1365.33435
19970107 1365.42957 1365.96448 1364.89465 1366.19055 1365.35950
19970108 1365.48682 1366.03687 1364.94250 1366.26416 1365.40771
19970109 1365.52087 1366.07556 1364.96606 1366.30408 1365.43176
19970110 1365.55981 1366.09082 1365.02856 1366.32068 1365.49463
19970111 1365.54626 1366.08508 1365.00757 1366.31604 1365.47388
19970112 1365.49048 1366.02539 1364.95557 1366.25769 1365.42212
19970113 1365.47473 1366.00818 1364.94116 1366.24170 1365.40771
19970114 1365.51709 1366.02893 1365.00525 1366.26355 1365.47180
19970115 1365.48682 1365.98828 1364.97729 1366.22412 1365.44373
19970116 1365.47559 1366.02258 1364.92871 1366.25964 1365.39514
19970117 1365.52075 1366.03125 1365.01025 1366.26941 1365.47681
19970118 1365.46191 1365.99316 1364.93066 1366.23254 1365.39734
19970119 1365.44177 1365.98083 1364.90283 1366.22119 1365.36975
19970120 1365.43457 1365.94153 1364.92444 1366.18311 1365.39160
19970121 1365.39307 1365.93579 1364.85046 1366.17847 1365.31750
