 51  ;total number of comment lines until data start
;TOTAL SOLAR IRRADIANCE (TSI) DATA FROM VIRGO/SOHO
;This dataset is freely available with one restriction:
;If you use the data or some product based on the data in a published 
;paper refer to one of the publications and acknowlege receipt of the 
;dataset (mention version used) from VIRGO Team through PMOD/WRC, Davos,
;Switzerland, and acknowledge "unpublished data from the VIRGO Experiment 
;on the cooperative ESA/NASA Mission SoHO"
;The data are also available from the ftp server OBSUN.PMODWRC.CH in the directory 
;/data/irradiance/virgo/virgo_tsi_d_v4_902.dat or virgo_tsi_h_v4_902.dat
;as daily and hourly values respectively. These files contain VIRGO, DIARAD 
;and PMO6-V data at level 2.0 (determined by comparison of level 1.8 data 
;of DIARAD and PMO6-V: non-exposure dependent changes) and level 1.8 (determined 
;by comparison of backup and operational individual radiometers: exposure dependent 
;changes). The level 1.8 DIARAD data are also available from 
;http://remotesensing.oma.be/solarconstant/virgo/diarad_data.htm
;
;Selected REFERENCES:
;(1)   Fr{\"o}hlich, C., Crommelynck, D., Wehrli, C., Anklin, M., Dewitte, S., Fichot,
;      A., Finsterle, W., Jim{\e}nez, A., Chevalier, A. and Roth, H.~J.: 1997,
;      In-flight performances of {VIRGO} solar irradiance instruments on {SOHO},
;      {\em Sol. Phys.} {\bf 175},~267--286.
;(2)   Fr{\"o}hlich, C. and M. Anklin, `Uncertainty of Total Solar Irradiance: 
;      An Assessment of the Last 20 Years of Space Radiometry. {\em Metrologia}, 
;      {\bf 37}, 387-391, 2000
;   Since version 3.00 a new determination of the degradation of the 
;   radiometers has been used to produce level 1.8 and 2.0 which is described in 
;(3)   Fr{\"o}hlich, C. and W. Finsterle, `VIRGO Radiometry and Total Solar 
;      Irradiance 1996-2000 Revised. In: P. Brekke, B. Fleck, and J. B. Gurman (eds.): 
;      Recent Insights Into the Physics of the Sun and Heliosphere - Highlights
;      from SOHO and Other Space Missions. p.105-110, ASP Conference Series, 
;      Vol. 203, 2001
;(4)   Crommelynck, D., S. Dewitte and A. Chevalier, Total Solar Irradiance 
;      form VIRGO on SOHO: 5 years observations with DIARAD, in preparation, 2002
;   These publications or preprints of them can be found on the anonymous ftp 
;   server obsun.wrcpmod.ch in the directory /publications/ best reachable 
;   through www.pmodwrc.ch.
;
;Describtion of columns:
;1st col: Date (YYYYMMDD) at noon
;2nd col: TSI VIRGO (Wm-2)
;3rd col: TSI DIARAD level 2 (Wm-2)
;4th col: TSI PMO6-V level 2 (Wm-2)
;5th col: TSI DIARAD level 1.8 (Wm-2)
;6th col: TSI PMO6-V level 1.8 (Wm-2)
;format (i4,2i2.2,5f11.5)
;Col 2-6 contain the daily average of the corresponding day.
;Missing values are indicated by -99.
;File created Feb 24 2002
;Version: 4.902; the suffix 02 means updated from 4.90
;                   level 2.0                  level 1.8
;           VIRGO     DIARAD     PMO6V      DIARAD     PMO6V
19960130 1365.63660 1366.09814 1365.19763 1366.08850 1365.24060
19960131 1365.63611 1366.09814 1365.19482 1366.08923 1365.24036
19960201 1365.64404 1366.10645 1365.19824 1366.09851 1365.24658
19960202 1365.62439 1366.08667 1365.17993 1366.07959 1365.23071
19960203 1365.57239 1366.03491 1365.12341 1366.02869 1365.17651
19960204 1365.51257 1365.97534 1365.06519 1365.97009 1365.12036
19960205 1365.48621 1365.94910 1365.03015 1365.94482 1365.08740
19960206 1365.48987 1365.95288 1365.02637 1365.94946 1365.08569
19960207 1365.49329 1365.95642 1365.02002 1365.95398 1365.08130
19960208 1365.43152 1365.89465 1364.98352 1365.89331 1365.04688
19960209 1365.43030 1365.89355 1364.98560 1365.89294 1365.05103
19960210 1365.45398 1365.91687 1364.99365 1365.91748 1365.06116
19960211 1365.40210 1365.86499  -99.00000 1365.86658  -99.00000
19960212 1365.38330 1365.84631  -99.00000 1365.84912  -99.00000
19960213 1365.40918 1365.87219  -99.00000 1365.87610  -99.00000
19960214 1365.37793 1365.84082  -99.00000 1365.84570  -99.00000
19960215 1365.39038 1365.85303  -99.00000 1365.85840  -99.00000
19960216 1365.41553 1365.87793  -99.00000 1365.88367  -99.00000
19960217 1365.41260 1365.87476  -99.00000 1365.88110  -99.00000
19960218 1365.45264 1365.91467  -99.00000 1365.92188  -99.00000
19960219 1365.45715 1365.91895  -99.00000 1365.92725  -99.00000
19960220 1365.52979 1365.99121  -99.00000 1366.00073  -99.00000
19960221 1365.56567 1366.02686  -99.00000 1366.03748  -99.00000
19960222 1365.55737 1366.01831 1365.19519 1366.03003 1365.27698
19960223 1365.56616 1366.02686 1365.16736 1366.03967 1365.26428
19960224 1365.54651 1366.00696 1365.12805 1366.02087 1365.23181
19960225 1365.53259 1365.99268 1365.11548 1366.00757 1365.21667
19960226 1365.54846 1366.00818 1365.11707 1366.02417 1365.21387
19960227 1365.57532 1366.03479 1365.13843 1366.05212 1365.23584
19960228 1365.55627 1366.01575 1365.13403 1366.03479 1365.23193
19960229 1365.50879 1365.96814 1365.07104 1365.98840 1365.16931
19960301 1365.48950 1365.94897 1365.04077 1365.97034 1365.13965
19960302 1365.47388 1365.93323 1364.99158 1365.95557 1365.09143
19960303 1365.44861 1365.90796 1364.99390 1365.93127 1365.09497
19960304 1365.46570 1365.92480 1364.92896 1365.94897 1365.03125
19960305 1365.46118 1365.92017 1364.91821 1365.94482 1365.02222
19960306 1365.47205 1365.93091 1364.96277 1365.95618 1365.06848
19960307 1365.47754 1365.93640 1364.95886 1365.96228 1365.06628
19960308 1365.43152 1365.89038 1365.01526 1365.91675 1365.12439
19960309 1365.40784 1365.86658 1364.96313 1365.89368 1365.07349
19960310 1365.40344 1365.86230 1364.97571 1365.89014 1365.08618
19960311 1365.41919 1365.87805 1364.93774 1365.90686 1365.04761
19960312 1365.38635 1365.84521 1364.92896 1365.87476 1365.03845
19960313 1365.35120 1365.81030 1364.88574 1365.84058 1364.99585
19960314 1365.37988 1365.83899 1364.91138 1365.87012 1365.02222
19960315 1365.42749 1365.88660 1364.97827 1365.91833 1365.08997
19960316 1365.46423 1365.92358 1364.99255 1365.95605 1365.10474
19960317 1365.49915 1365.95874 1365.04517 1365.99207 1365.15784
19960318 1365.51587 1365.97559 1365.03088 1366.00964 1365.14417
19960319 1365.51196 1365.97180 1365.04749 1366.00635 1365.16162
19960320 1365.49634 1365.95630 1365.01282 1365.99121 1365.12805
19960321 1365.46838 1365.92834 1365.01501 1365.96362 1365.13147
19960322 1365.37024 1365.83032 1364.86548 1365.86597 1364.98328
19960323 1365.35852 1365.81873 1364.85376 1365.85474 1364.97302
19960324 1365.37476 1365.83496 1364.87683 1365.87146 1364.99756
19960325 1365.42017 1365.88049 1364.93567 1365.91760 1365.05786
19960326 1365.40503 1365.86523 1365.02185 1365.90295 1365.14539
19960327 1365.47192 1365.93237  -99.00000 1365.97095  -99.00000
19960328 1365.50562 1365.96606  -99.00000 1366.00525  -99.00000
19960329 1365.49548 1365.95605 1365.03625 1365.99585 1365.16699
19960330 1365.45276 1365.91333 1364.98206 1365.95386 1365.11548
19960331 1365.46704 1365.92761 1365.00781 1365.96887 1365.14319
19960401 1365.47717 1365.93762 1364.98218 1365.97986 1365.11938
19960402 1365.48486 1365.94543 1365.00977 1365.98840 1365.14844
19960403 1365.50305 1365.96362 1365.02747 1366.00745 1365.16724
19960404 1365.52075 1365.98132  -99.00000 1366.02600  -99.00000
19960405 1365.51599 1365.97656 1365.03467 1366.02197 1365.17737
19960406 1365.51196 1365.97266 1364.94922 1366.01892 1365.09375
19960407 1365.54236 1366.00305 1364.92834 1366.04993 1365.07507
19960408 1365.52380 1365.98462 1364.92065 1366.03223 1365.06934
19960409 1365.51428 1365.97510 1364.96008 1366.02344 1365.11023
19960410 1365.51038 1365.97131 1364.95239 1366.02039 1365.10388
19960411 1365.55090 1366.01184 1365.03748 1366.06165 1365.19019
19960412 1365.54810 1366.00903 1365.01453 1366.05945 1365.16858
19960413 1365.54663 1366.00769 1365.08301 1366.05872 1365.23840
19960414 1365.52832 1365.98950 1365.07056 1366.04089 1365.22717
19960415 1365.46838 1365.92969  -99.00000 1365.98132  -99.00000
19960416 1365.48096 1365.94226 1365.23547 1365.99414 1365.39685
19960417 1365.44751 1365.90894 1364.88086 1365.96106 1365.04431
19960418 1365.44165 1365.90308 1364.90393 1365.95581 1365.06873
19960419 1365.47717 1365.93872 1364.89026 1365.99207 1365.05591
19960420 1365.47351 1365.93494 1364.86047 1365.98901 1365.02698
19960421 1365.45081 1365.91235 1364.85498 1365.96704 1365.02234
19960422 1365.41284 1365.87451 1364.82971 1365.92981 1364.99805
19960423 1365.39563 1365.85742 1365.04028 1365.91345 1365.20959
19960424 1365.38782 1365.84973 1364.83484 1365.90637 1365.00513
19960425 1365.40295 1365.86499 1364.85791 1365.92224 1365.02917
19960426 1365.39612 1365.85828 1364.86609 1365.91614 1365.03821
19960427 1365.36218 1365.82434 1364.89246 1365.88306 1365.06543
19960428 1365.36438 1365.82654 1364.89160 1365.88599 1365.06531
19960429 1365.39429 1365.85645 1364.94519 1365.91663 1365.11987
19960430 1365.36719 1365.82947 1364.92078 1365.89026 1365.09631
19960501 1365.41748 1365.84827 1364.98999 1365.90967 1365.16650
19960502 1365.42261 1365.88110 1364.97803 1365.94299 1365.15576
19960503 1365.38757 1365.86145 1364.90637 1365.92371 1365.08521
19960504 1365.39856 1365.85974 1364.94177 1365.92224 1365.12158
19960505 1365.45142 1365.89563 1365.00720 1365.95862 1365.18787
19960506 1365.51892 1365.94409 1365.10962 1366.00806 1365.29089
19960507 1365.59131 1365.98499 1365.19763 1366.05005 1365.37915
19960508 1365.61011 1366.05640 1365.16187 1366.12244 1365.34387
19960509 1365.62341 1366.03674 1365.21008 1366.10352 1365.39282
19960510 1365.53027 1365.95093 1365.12122 1366.01819 1365.30481
19960511 1365.48926 1365.89832 1365.08020 1365.96619 1365.26477
19960512 1365.48828 1365.90991 1365.06653 1365.97827 1365.25195
19960513 1365.49390 1365.91895 1365.06885 1365.98767 1365.25525
19960514 1365.55505 1365.95508 1365.14734 1366.02417 1365.33472
19960515 1365.55542 1365.99707 1365.11389 1366.06653 1365.30225
19960516 1365.63513 1366.03271 1365.25000 1366.10254 1365.43945
19960517 1365.62793 1366.03918 1365.21667 1366.10913 1365.40723
19960518 1365.57715 1365.99963 1365.17188 1366.06958 1365.36389
19960519 1365.47314 1365.92944 1365.01697 1365.99915 1365.21057
19960520 1365.39514 1365.85132 1364.94104 1365.92090 1365.13623
19960521 1365.36707 1365.82336 1364.91077 1365.89307 1365.10718
19960522 1365.36890 1365.82166 1364.91528 1365.89148 1365.11292
19960523 1365.36743 1365.82129 1364.91357 1365.89136 1365.11218
19960524 1365.36584 1365.79065 1364.94861 1365.86145 1365.14783
19960525 1365.36719 1365.80029 1364.93396 1365.87183 1365.13367
19960526 1365.37390 1365.81091 1364.93530 1365.88342 1365.13525
19960527 1365.33752 1365.80457 1364.87036 1365.87793 1365.07080
19960528 1365.37793 1365.81494 1364.94226 1365.88940 1365.14294
19960529 1365.31677 1365.78845 1364.84521 1365.86353 1365.04639
19960530 1365.31665 1365.77808 1364.85583 1365.85315 1365.05835
19960531 1365.33569 1365.80066 1364.86926 1365.87561 1365.07336
19960601 1365.35986 1365.82983 1364.89038 1365.90466 1365.09583
19960602 1365.41809 1365.89246 1364.94373 1365.96753 1365.14990
19960603 1365.44153 1365.92651 1364.94800 1366.00220 1365.15479
19960604 1365.53589 1365.98914 1365.09082 1366.06531 1365.29834
19960605 1365.50098 1365.98596 1365.01599 1366.06238 1365.22449
19960606 1365.44568 1365.95142 1364.93994 1366.02808 1365.14941
19960607 1365.41052 1365.88037 1364.93701 1365.95728 1365.14746
19960608 1365.37024 1365.85815 1364.88464 1365.93567 1365.09570
19960609 1365.39038 1365.87878 1364.91028 1365.95703 1365.12170
19960610 1365.45251 1365.91956 1364.98193 1365.99841 1365.19373
19960611 1365.45044 1365.93091 1364.97009 1366.01062 1365.18237
19960612 1365.46643 1365.93738 1364.99548 1366.01794 1365.20825
19960613 1365.45227 1365.91882 1364.97998 1366.00012 1365.19299
19960614 1365.42566 1365.88013 1364.97119 1365.96228 1365.18457
19960615 1365.35767 1365.82349 1364.88794 1365.90649 1365.10168
19960616 1365.33508 1365.80151 1364.87134 1365.88538 1365.08521
19960617 1365.34045 1365.80273 1364.87793 1365.88770 1365.09167
19960618 1365.29858 1365.76636 1364.83093 1365.85278 1365.04456
19960619 1365.33875 1365.80286 1364.87512 1365.89050 1365.08862
19960620 1365.34570 1365.80054 1364.89075 1365.88940 1365.10413
19960621 1365.32678 1365.78662 1364.86682 1365.87671 1365.08008
19960622 1365.30176 1365.76599 1364.83813 1365.85718 1365.05139
19960623 1365.31726 1365.77686 1364.85767 1365.86902 1365.07104
19960624 1365.35645 1365.82556 1364.88745 1365.91833 1365.10107
19960625 1365.36804 1365.82654 1364.91016 1365.92017 1365.12427
19960626 1365.33875 1365.81421 1364.86316 1365.90869 1365.07764
19960627 1365.36108 1365.81995 1364.90808 1365.91504 1365.12305
19960628 1365.40320 1365.88269 1364.92798 1365.97839 1365.14343
19960629 1365.49414 1365.95764 1365.03052 1366.05408 1365.24634
19960630 1365.54211 1366.00452 1365.07495 1366.10132 1365.29114
19960701 1365.57129 1366.02942 1365.11938 1366.12683 1365.33594
19960702 1365.58276 1366.05005 1365.11536 1366.14819 1365.33228
19960703 1365.55139 1366.02942 1365.07361 1366.12830 1365.29077
19960704 1365.53845 1366.00903 1365.06958 1366.10876 1365.28711
19960705 1365.52515 1366.00098 1365.04944 1366.10144 1365.26709
19960706 1365.48413 1365.96106 1365.00720 1366.06238 1365.22510
19960707 1365.46545 1365.92969 1364.99963 1366.03174 1365.21790
19960708 1365.24353 1365.70618 1364.78088 1365.80884 1364.99951
19960709 1365.07483 1365.54663 1364.60315 1365.64978 1364.82227
19960710 1365.18823 1365.65076 1364.72583 1365.75439 1364.94568
19960711 1365.31873 1365.78613 1364.83081 1365.89014 1365.05127
19960712 1365.39709 1365.86011 1364.93689 1365.96436 1365.15845
19960713 1365.35181 1365.82385 1364.87463 1365.92834 1365.09680
19960714 1365.28467 1365.75098 1364.81836 1365.85571 1365.04126
19960715 1365.30481 1365.77686 1364.83289 1365.88171 1365.05640
19960716 1365.32141 1365.77881 1364.86523 1365.88391 1365.08936
19960717 1365.32495 1365.78979 1364.86011 1365.89502 1365.08508
19960718 1365.29004 1365.76135 1364.81873 1365.86658 1365.04456
19960719 1365.31201 1365.78308 1364.84326 1365.88843 1365.07007
19960720 1365.30701 1365.77271 1364.84119 1365.87817 1365.06873
19960721 1365.28833 1365.75757 1364.81909 1365.86328 1365.04736
19960722 1365.28857 1365.75757 1364.81653 1365.86353 1365.04553
19960723 1365.30774 1365.76355 1364.85181 1365.86975 1365.08154
19960724 1365.28137 1365.76343 1364.79919 1365.86987 1365.02954
19960725 1365.33008 1365.79968 1364.85266 1365.90625 1365.08374
19960726 1365.37561 1365.83325 1364.91785 1365.94019 1365.14966
19960727 1365.36548 1365.84949 1364.88147 1365.95667 1365.11401
19960728 1365.42102 1365.89587 1364.94617 1366.00330 1365.17920
19960729 1365.38745 1365.86792 1364.90552 1365.97571 1365.13916
19960730 1365.31738 1365.77441 1364.86035 1365.88257 1365.09460
19960731 1365.21631 1365.69714 1364.73547 1365.80566 1364.97021
19960801 1365.17615 1365.64661 1364.70557 1365.75562 1364.94080
19960802 1365.16528 1365.60815 1364.72229 1365.71777 1364.95789
19960803 1365.21362 1365.64868 1364.76685 1365.75903 1365.00256
19960804 1365.30212 1365.73535 1364.86877 1365.84644 1365.10461
19960805 1365.41943 1365.83740 1365.00134 1365.94946 1365.23718
19960806 1365.46008 1365.90027 1365.03174 1366.01318 1365.26758
19960807 1365.48425 1365.91260 1365.05579 1366.02625 1365.29175
19960808 1365.40588 1365.84546 1364.96387 1365.95984 1365.19983
19960809 1365.33203 1365.78955 1364.87463 1365.90466 1365.11072
19960810 1365.29297 1365.75623 1364.82959 1365.87195 1365.06604
19960811 1365.23291 1365.70166 1364.76416 1365.81812 1365.00073
19960812 1365.29700 1365.75684 1364.83728 1365.87390 1365.07410
19960813 1365.38867 1365.82642 1364.94641 1365.94409 1365.18347
19960814 1365.34595 1365.81458 1364.87732 1365.93274 1365.11475
19960815 1365.28772 1365.75391 1364.82153 1365.87256 1365.05933
19960816 1365.28271 1365.73267 1364.83276 1365.85168 1365.07104
19960817 1365.30750 1365.76819 1364.84668 1365.88757 1365.08557
19960818 1365.31104 1365.76709 1364.85339 1365.88696 1365.09265
19960819 1365.30200 1365.75098 1364.85291 1365.87122 1365.09265
19960820 1365.31091 1365.76001 1364.86182 1365.88086 1365.10181
19960821 1365.30273 1365.75024 1364.85510 1365.87158 1365.09534
19960822 1365.33130 1365.77319 1364.88940 1365.89502 1365.13000
19960823 1365.39783 1365.82776 1364.96411 1365.95007 1365.20508
19960824 1365.48877 1365.94189 1365.03564 1366.06458 1365.27698
19960825 1365.59351 1366.04932 1365.13757 1366.17212 1365.37952
19960826 1365.61780 1366.06763 1365.16797 1366.19055 1365.41052
19960827 1365.57312 1366.02490 1365.12134 1366.14771 1365.36426
19960828 1365.54224 1365.97302 1365.11462 1366.09558 1365.35767
19960829 1365.49976 1365.95496 1365.04382 1366.07727 1365.28687
19960830 1365.53040 1365.99036 1365.07043 1366.11230 1365.31348
19960831 1365.57690 1366.01990 1365.13123 1366.14160 1365.37427
19960901 1365.60645 1366.06287 1365.14990 1366.18457 1365.39294
19960902 1365.63452 1366.06421 1365.19666 1366.18579 1365.43970
19960903 1365.59351 1366.02649 1365.16064 1366.14844 1365.40393
19960904 1365.49487 1365.92786 1365.06201 1366.05029 1365.30566
19960905 1365.41150 1365.85620 1364.96692 1365.97888 1365.21118
19960906 1365.35144 1365.81372 1364.88916 1365.93665 1365.13391
19960907 1365.36792 1365.82813 1364.90686 1365.95093 1365.15222
19960908 1365.38440 1365.82520 1364.94263 1365.94812 1365.18835
19960909 1365.38904 1365.83948 1364.93872 1365.96289 1365.18433
19960910  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960911  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960912  -99.00000  -99.00000  -99.00000  -99.00000  -99.00000
19960913 1365.40942 1365.87146  -99.00000 1365.68835  -99.00000
19960914 1365.41650 1365.90820 1364.91174 1365.73157 1365.15698
19960915 1365.40479 1365.91907 1364.89063 1365.74927 1365.13550
19960916 1365.36938 1365.89844 1364.84021 1365.73535 1365.08459
19960917 1365.43079 1365.88477 1364.97839 1365.72815 1365.22241
19960918 1365.44385 1365.90112 1364.98657 1365.75037 1365.23059
19960919 1365.45129 1365.93030 1364.97241 1365.78528 1365.21631
19960920 1365.49829 1365.98401 1365.01257 1365.84460 1365.25671
19960921 1365.58948 1366.05627 1365.12268 1365.92273 1365.36707
19960922 1365.61340 1366.09155 1365.13342 1365.96362 1365.37830
19960923 1365.64673 1366.12695 1365.16663 1366.00476 1365.41199
19960924 1365.60986 1366.08398 1365.13574 1365.96741 1365.38147
19960925 1365.62756 1366.08191 1365.17310 1365.97083 1365.41931
19960926 1365.61646 1366.06335 1365.16956 1365.95764 1365.41602
19960927 1365.58521 1366.06531 1365.10986 1365.96460 1365.35632
19960928 1365.61060 1366.08276 1365.14050 1365.98755 1365.38684
19960929 1365.60046 1366.06006 1365.14319 1365.96973 1365.38928
19960930 1365.58459 1366.04431 1365.12878 1365.95898 1365.37451
19961001 1365.51453 1365.97168 1365.05737 1365.89148 1365.30273
19961002 1365.41760 1365.89270 1364.93884 1365.81763 1365.18384
19961003 1365.41125 1365.86731 1364.95520 1365.79688 1365.19995
19961004 1365.44482 1365.85889 1365.03064 1365.79321 1365.27515
19961005 1365.39612 1365.81970 1364.97266 1365.75854 1365.21692
19961006 1365.34973 1365.80786 1364.89148 1365.75122 1365.13562
19961007 1365.34192 1365.78455 1364.89368 1365.73254 1365.13757
19961008 1365.35657 1365.79065 1364.92236 1365.74304 1365.16602
19961009 1365.38245 1365.80273 1364.96216 1365.75952 1365.20544
19961010 1365.38306 1365.81665 1364.94934 1365.77808 1365.19226
19961011 1365.35791 1365.80774 1364.90820 1365.77344 1365.15076
19961012 1365.36414 1365.82324 1364.90051 1365.79333 1365.14270
19961013 1365.35413 1365.80237 1364.90601 1365.77686 1365.14771
19961014 1365.39551 1365.83887 1364.93945 1365.81763 1365.18079
19961015 1365.41345 1365.84509 1364.97327 1365.82800 1365.21423
19961016 1365.41394 1365.85242 1364.97534 1365.83948 1365.21606
19961017 1365.49707 1365.91577 1365.07629 1365.90674 1365.31665
19961018 1365.55835 1365.99280 1365.13672 1365.98755 1365.37683
19961019 1365.55664 1366.01038 1365.09814 1366.00903 1365.33826
19961020 1365.54907 1366.03308 1365.06506 1366.03516 1365.30505
19961021 1365.55615 1366.03967 1365.07275 1366.04541 1365.31262
19961022 1365.58496 1366.05383 1365.11536 1366.06299 1365.35535
19961023 1365.56458 1366.05579 1365.07336 1366.06824 1365.31348
19961024 1365.61780 1366.07373 1365.14709 1366.08923 1365.38745
19961025 1365.55762 1366.05908 1365.05615 1366.07751 1365.29700
19961026 1365.54602 1366.01099 1365.08105 1366.03223 1365.32239
19961027 1365.54968 1366.01758 1365.07751 1366.04138 1365.31921
19961028 1365.50012 1365.96802 1365.03760 1365.99451 1365.27979
19961029 1365.47229 1365.92297 1365.02148 1365.95215 1365.26416
19961030 1365.40247 1365.87500 1364.92981 1365.90686 1365.17297
19961031 1365.38428 1365.85059 1364.91797 1365.88513 1365.16150
19961101 1365.42090 1365.86938 1364.96765 1365.90649 1365.21179
19961102 1365.40173 1365.87390 1364.92957 1365.91345 1365.17407
19961103 1365.39893 1365.85864 1364.93921 1365.90063 1365.18420
19961104 1365.38513 1365.85828 1364.91199 1365.90271 1365.15747
19961105 1365.39514 1365.85339 1364.93677 1365.90039 1365.18262
19961106 1365.41455 1365.89563 1364.93274 1365.94519 1365.17871
19961107 1365.44543 1365.90649 1364.98425 1365.95862 1365.23047
19961108 1365.42053 1365.90344 1364.93762 1365.95801 1365.18408
19961109 1365.42480 1365.90649 1364.93469 1365.96338 1365.18127
19961110 1365.45911 1365.94727 1364.96814 1366.00659 1365.21509
19961111 1365.51599 1365.98279 1365.04712 1366.04456 1365.29431
19961112 1365.52832 1366.01807 1365.03845 1366.08215 1365.28589
19961113 1365.57690 1366.02649 1365.14001 1366.09277 1365.38757
19961114 1365.61218 1366.09546 1365.12903 1366.16443 1365.37659
19961115 1365.64258 1366.12012 1365.16516 1366.19177 1365.41248
19961116 1365.68811 1366.13452 1365.23975 1366.20874 1365.48694
19961117 1365.69275 1366.16418 1365.21875 1366.24097 1365.46594
19961118 1365.66211 1366.14868 1365.17554 1366.22803 1365.42261
19961119 1365.66443 1366.14783 1365.18103 1366.22961 1365.42798
19961120 1365.65552 1366.12793 1365.18140 1366.21204 1365.42847
19961121 1365.64868 1366.13098 1365.15747 1366.21729 1365.40479
19961122 1365.56287 1366.02173 1365.09558 1366.11047 1365.34302
19961123 1365.26062 1365.67407 1364.79773 1365.76501 1365.04517
19961124 1364.94019 1365.39978 1364.48059 1365.49243 1364.72815
19961125 1364.55151 1365.03198 1364.07117 1365.12671 1364.31873
19961126 1364.59265 1365.05896 1364.12976 1365.15588 1364.37720
19961127 1364.68396 1365.15479 1364.21301 1365.25415 1364.46021
19961128 1364.82397 1365.27673 1364.37122 1365.37830 1364.61829
19961129 1365.08252 1365.53735 1364.62769 1365.64087 1364.87488
19961130 1365.33826 1365.80029 1364.88489 1365.90576 1365.13232
19961201 1365.48865 1365.95520 1365.00500 1366.06238 1365.25269
19961202 1365.49353 1365.97766 1365.00757 1366.08630 1365.25574
19961203 1365.44482 1365.91650 1364.97327 1366.02673 1365.22192
19961204 1365.44995 1365.89648 1364.99585 1366.00818 1365.24500
19961205 1365.41174 1365.86853 1364.95618 1365.98157 1365.20593
19961206 1365.43787 1365.89197 1364.98132 1366.00623 1365.23169
19961207 1365.46399 1365.91248 1365.01550 1366.02808 1365.26636
19961208 1365.45105 1365.89087 1365.01111 1366.00793 1365.26245
19961209 1365.45642 1365.90430 1365.00854 1366.02307 1365.26001
19961210 1365.48279 1365.94055 1365.02515 1366.06079 1365.27686
19961211 1365.52954 1365.96753 1365.08984 1366.08936 1365.34192
19961212 1365.58679 1366.03223 1365.14124 1366.15552 1365.39355
19961213 1365.67456 1366.12390 1365.22510 1366.24866 1365.47778
19961214 1365.71631 1366.15161 1365.28113 1366.27771 1365.53406
19961215 1365.67444 1366.12073 1365.22815 1366.24829 1365.48145
19961216 1365.64343 1366.08777 1365.19727 1366.21667 1365.45093
19961217 1365.68884 1366.12561 1365.25208 1366.25610 1365.50623
19961218 1365.70605 1366.15503 1365.25696 1366.28711 1365.51172
19961219 1365.74048 1366.20508 1365.27576 1366.33875 1365.53113
19961220 1365.77539 1366.22791 1365.32288 1366.36328 1365.57886
19961221 1365.77625 1366.21936 1365.32788 1366.35632 1365.58484
19961222 1365.74365 1366.19153 1365.29578 1366.33020 1365.55359
19961223 1365.66650 1366.12732 1365.20569 1366.26782 1365.46423
19961224 1365.60645 1366.05054 1365.16235 1366.19275 1365.42175
19961225 1365.53699 1365.99719 1365.07129 1366.14124 1365.33142
19961226 1365.55017 1366.00037 1365.10071 1366.14624 1365.36145
19961227 1365.53345 1365.99683 1365.06995 1366.14441 1365.33130
19961228 1365.50708 1365.96985 1365.04419 1366.11926 1365.30640
19961229 1365.43359 1365.90063 1364.96643 1366.05188 1365.22949
19961230 1365.42542 1365.88367 1364.96716 1366.03650 1365.23108
19961231 1365.45984 1365.90088 1365.01343 1366.05542 1365.27844
19970101 1365.47119 1365.92395 1365.01929 1366.08020 1365.28552
19970102 1365.49084 1365.94824 1365.03442 1366.10620 1365.30200
19970103 1365.54761 1365.99817 1365.09705 1366.15784 1365.36572
19970104 1365.54211 1366.00867 1365.07556 1366.17029 1365.34509
19970105 1365.54565 1366.00952 1365.08154 1366.17297 1365.35181
19970106 1365.52441 1365.98096 1365.06775 1366.14624 1365.33875
19970107 1365.55676 1366.02161 1365.09204 1366.18872 1365.36389
19970108 1365.61389 1366.09338 1365.13928 1366.26233 1365.41211
19970109 1365.64697 1366.13159 1365.16235 1366.30225 1365.43616
19970110 1365.68567 1366.14636 1365.22437 1366.31885 1365.49902
19970111 1365.67151 1366.14014 1365.20288 1366.31421 1365.47827
19970112 1365.61536 1366.08008 1365.15051 1366.25586 1365.42651
19970113 1365.59949 1366.06287 1365.13611 1366.23987 1365.41211
19970114 1365.64197 1366.08362 1365.20020 1366.26172 1365.47620
19970115 1365.61218 1366.04309 1365.17249 1366.22229 1365.44812
19970116 1365.60083 1366.07764 1365.12402 1366.25769 1365.39954
19970117 1365.64624 1366.08667 1365.20593 1366.26758 1365.48120
19970118 1365.58789 1366.04907 1365.12671 1366.23071 1365.40173
19970119 1365.56836 1366.03711 1365.09949 1366.21936 1365.37415
19970120 1365.56189 1365.99854 1365.12170 1366.18127 1365.39600
19970121 1365.52087 1365.99341 1365.04834 1366.17664 1365.32190
19970122 1365.47864 1365.93408 1365.02319 1366.11792 1365.29565
19970123 1365.48523 1365.95142 1365.01917 1366.13599 1365.29016
19970124 1365.51660 1365.97131 1365.06189 1366.15649 1365.33142
19970125 1365.51355 1365.94678 1365.07642 1366.13281 1365.34448
19970126 1365.46326 1365.93066 1364.99585 1366.11755 1365.26221
19970127 1365.45166 1365.91309 1364.99023 1366.10071 1365.25537
19970128 1365.49524 1365.95422 1365.03638 1366.14270 1365.30042
19970129 1365.48364 1365.95325 1365.01440 1366.14246 1365.27759
19970130 1365.50562 1365.96667 1365.04590 1366.15674 1365.30823
19970131 1365.53467 1365.98792 1365.08142 1366.17871 1365.34290
19970201 1365.53345 1365.99854 1365.06824 1366.19019 1365.32898
